Index,Topic1,Topic2,Count
306717209,Donald Trump,Jeb Bush,768
306718414,Extraterrestrial life,Venezuela,332
306806348,Revolver,Walther arms,307
306809240,Mario,Mario Series,307
306822260,Prophecy,September 11 attacks,435
306843064,SHOT Show,Small Arms,350
306882576,Barack Obama,Fire,322
306909428,Martial law,Muslim,371
306917080,Police,United States Navy,653
306924442,Battlefield,Military,917
306930371,Fox News Channel,Oregon,250
306944863,Police officer,Turkey,335
306946718,Earthquake,New World Order,769
306948146,Hitman 6,Tom Clancy's Rainbow Six: Siege,369
306969556,Handgun holster,Shotgun,260
306981758,Child,Feminism,255
306982464,Elizabeth Warren,Firearm,258
307066208,Bernie Sanders,PewDiePie,292
307074227,NASA,Pope Francis,254
307089035,Dog,Snake,275
307129578,Army,Bodybuilding,312
307130513,Cannabis,Prince,286
307140809,Barack Obama,Warship,260
307142017,Star Wars,Vice,286
307156237,Assault rifle,Suppressor,320
307180907,Call of Duty,Rocket League,291
307208936,Hillary Rodham Clinton,John McCain,256
307211354,Extraterrestrial life,The Young Turks,387
307225770,The Young Turks,"United States presidential election, 2016",300
307229157,Antonin Scalia,Federal Emergency Management Agency,324
307255142,Protest,Unidentified flying object,375
307257135,Assault rifle,Survivalism,302
307280806,Donald Trump,Milo Yiannopoulos,800
307285343,Bernie Sanders,Road rage,270
307296140,2012 Benghazi attack,Proposed referendum on United Kingdom membership of the European Union,573
307302327,September 11 attacks,Transgender,554
307322074,Gun control,Vaccine,290
307338620,Ark: Survival Evolved,Practical joke,306
307364061,2015 Libya migrant shipwreck,Gun,504
307367671,Islamic State of Iraq and the Levant,World War I,289
307394192,North Korea,Walmart,397
307440836,Islamic State of Iraq and the Levant,Rocket,253
307440978,North Korea,Transportation Security Administration,260
307477559,News,Vladimir Putin,466
307484831,Girlfriend,US Marines,266
307503030,Hillary Rodham Clinton,Special Forces,294
307504515,Black,Islamic State of Iraq and the Levant,471
307508944,Chemtrail conspiracy theory,Illuminati,523
307510013,Film,Pornography,339
307527969,Asteroid,Nibiru cataclysm,446
307542825,Cooking,Police officer,400
307557007,Economy,Gun control,400
307560690,Video game,Vsauce,352
307568702,Fighter aircraft,World War III,355
307601154,Islam,Pedophilia,306
307602594,Earth,God,290
307646808,Shooting sport,Sniper,435
307649700,Abortion,Barack Obama,469
307677929,Demon,End time,317
307703161,Gorilla,Refugee,268
307731706,Sniper,Tank,444
307762845,Grand Theft Auto V,Knife,321
307791787,Fallout: 4,Police,337
307832755,John Oliver,The Young Turks,388
307847566,Justin Bieber,Practical joke,514
307896148,"United States presidential election, 2016",Zika virus,312
307901595,Counter-Strike,Firearm,263
307938296,2012 Benghazi attack,George Soros,281
307957446,Donald Trump,Walmart,814
307993081,Islamic State of Iraq and the Levant,Star Wars,643
308010733,Combat,Police,295
308045015,Mario,PlayStation 4,271
308047105,Israel,Police,309
308063680,Military,Veteran,813
308112147,Suicide Squad,Trailer,475
308114631,Mod,Video blog,623
308168141,Cannabis,Shooting,493
308181612,Sniper,US Marines,607
308190269,Gun,Warship,320
308191653,Federal Bureau of Investigation,Firearm,715
308195078,Film theory,Star Wars Episode VII,263
308253045,Alex Jones,United Nations,372
308256727,Bernie Sanders,Pedophilia,372
308285626,Bilderberg Group,Military,267
308287023,Barack Obama,Steven Crowder,480
308291072,United States Navy SEALs,Unmanned aerial vehicle,346
308330662,Chevrolet,Gun,309
308359871,Germany,Ted Cruz,298
308361845,Donald Trump,Ford Mustang,263
308418705,Protest,Second Amendment,341
308442510,Batman,Doom,454
308471959,Military,Prophecy,335
308488662,Military,iPhone,473
308504427,Black,Islam,390
308511813,Call of Duty,Kanye West,292
308520499,2012 Benghazi attack,Protest,405
308522907,Earth,Missile,254
308630609,US Marines,Unboxing,268
308674527,Saudi Arabia,Yellowstone National Park,264
308686863,Call of Duty: Black Ops III,Roast,386
308691701,Video game,io,493
308698982,Film,Late Show with Stephen Colbert,347
308699630,Film,Professor X,429
308735703,Dog,HTC Vive,259
308753873,Battlefield,Tattoo,254
308759389,Anonymous,Islamic State of Iraq and the Levant,504
308762036,Grand Theft Auto,Squad,290
308770811,Fallout: 4,Fine Brothers,484
308803313,.45 ACP,Firearm,499
308811990,Earth,Hillary Rodham Clinton,875
308841494,Gun,Toy,263
308877540,Police officer,Shooting,967
308901596,Alex Jones,Electoral fraud,422
308907105,Gun,LGBT,366
308921967,Bundy standoff,Israel,251
308931003,Gavin McInnes,Transgender,260
308955293,Carbine,Smith & Wesson,286
308983258,Federal Bureau of Investigation,United States Bureau of Land Management,270
309006850,Chemtrail conspiracy theory,World War III,406
309032524,Firearm,GoPro,341
309042693,Marco Rubio,Ted Cruz,780
309053175,Economic collapse,Zika virus,545
309060061,Bill Clinton,Vladimir Putin,475
309067075,"Donald Trump presidential campaign, 2016",Muslim,372
309081533,September 11 attacks,Shooting,518
309170437,Star Wars Episode VII,Superman,532
309201791,Call of Duty,VanossGaming,466
309206223,Games,Star Wars Episode VII,509
309215620,Battlefield,Captain America: Civil War,394
309229741,September 11 attacks,Stock market,257
309235314,Firearm,PewDiePie,396
309254494,Electronic Entertainment Expo,Military,407
309258494,Hillary Clinton email system,Rape,305
309268804,Bullet,Gun control,264
309270399,Military,Star Wars Episode VII,692
309282688,Jeb Bush,September 11 attacks,404
309309782,Anime,Video blog,370
309342903,Barack Obama,Hydraulic fracturing,264
309347988,Gay bar,Hillary Rodham Clinton,373
309350200,AR-15,Shooting,399
309394226,Economy,Federal Bureau of Investigation,292
309410153,CinemaSins,Star Wars Episode VII,362
309498905,Combat,Shooting,493
309527898,Rifle,Star Wars Episode VII,421
309568751,Earth,Flint,305
309586170,Alex Jones,Kanye West,276
309608152,Pet,Video game,294
309609779,Recep Tayyip Erdoğan,Russia,375
309612760,Concealed carry,Shooting,509
309626527,Doom,Firearm,572
309665911,9×19mm Parabellum,Glock,477
309677468,Child,Dog,377
309718403,Gauge,Gun,413
309724895,Immigration,Second Amendment,261
309741279,"Donald Trump presidential campaign, 2016",World War III,251
309741707,Do it yourself,Firearm,317
309756850,Hillary Rodham Clinton,Tim Kennedy,285
309855271,Battlefield 4,Practical joke,557
309885299,Mars,Unmanned aerial vehicle,353
309913080,Proposed referendum on United Kingdom membership of the European Union,White people,255
309925533,September 11 attacks,Unidentified flying object,643
309932795,Draft:Independence Day 2,Fallout: 4,260
309943977,FN Herstal,SHOT Show,267
309946069,CERN,Orlando,543
309946453,Islamic State of Iraq and the Levant,Orlando,1194
309952083,Gameplay,io,354
309982502,Everyday carry,Rifle,401
309992086,Personal armor,Shooting,352
310029059,Black Lives Matter,Cenk Uygur,333
310087407,Chevrolet,Donald Trump,321
310091887,Gun,iPhone,510
310100545,Ark: Survival Evolved,Fallout: 4,399
310153817,Donald Trump,Libertarianism,263
310159202,North Korea,Vice,324
310161776,Game of Thrones,Minecraft,294
310175481,Car,Snake,311
310200387,Firearm,Germany,334
310208478,Battlefield,Police,442
310217247,Proposed referendum on United Kingdom membership of the European Union,Saudi Arabia,742
310231838,Film,Mars,383
310239671,Film,Gun,1212
310241541,Practical joke,Vitaly Zdorovetskiy,453
310275600,Pornography,Trailer,257
310324205,Nibiru cataclysm,Proposed referendum on United Kingdom membership of the European Union,530
310335103,Physical exercise,Puppy,269
310440665,Black Lives Matter,Gun,774
310446304,Gun control,Joaquín Guzmán Loera,327
310448014,Economic collapse,Paul Begley,310
310448862,Extraterrestrial life,Tsunami,259
310474712,9/11 Truth movement,September 11 attacks,298
310494672,Immigration,Police,376
310521032,Turkey,Zika virus,365
310528929,Games,Tom Clancy's Rainbow Six: Siege,449
310549567,Hillary Rodham Clinton,Trans-Pacific Partnership,318
310581054,Alex Jones,Burns,509
310626428,Bill Maher,Donald Trump,466
310627172,Aircraft,Cockpit,255
310652690,Dying Light,Grand Theft Auto,341
310700850,Donald Trump,The beast,335
310723786,AK-47,AR-15,310
310734492,AK-47,StG 44,336
310769589,Police officer,Refugee,612
310784989,Donald Trump,Satanism,527
310791987,Fallout: 4,Firearm,694
310830398,Donald Trump,Independence Day,398
310834956,Rifle,Special Forces,383
310835011,Assault rifle,The Division,301
310847244,Gang Beasts,Garry's Mod,412
310888819,Earthquake,Venezuela,444
310892320,Grand Theft Auto,WWE,304
310907000,Fine Brothers,Police,294
310910341,David Cameron,European Union,250
310910668,Bernie Sanders,Burns,393
310929020,Basketball,Star Wars,271
310948826,Federal Emergency Management Agency,Hillary Rodham Clinton,742
310992650,Airsoft gun,Video game,255
311021374,Hillary Rodham Clinton,New York City Police Department,264
311022176,Games,Trailer,547
311054457,Airplane,Video blog,271
311103103,Asteroid,Planet,431
311107827,Burns,Proposed referendum on United Kingdom membership of the European Union,427
311138520,Islamic State of Iraq and the Levant,World War III,874
311149317,Number of the beast,The beast,302
311173815,Call of Duty: Black Ops III,Happy Wheels,342
311175272,Call of Duty,United States Air Force,254
311193198,Jerry Miculek,Weapon,339
311197229,CollegeHumor,Hillary Rodham Clinton,295
311216863,Joe Vargas,Video game,412
311221004,"Donald Trump presidential campaign, 2016",Illuminati,263
311280777,Economy,Refugee,300
311284688,Pistol,Revolver,513
311322408,Barack Obama,World economy,337
311328770,Helicopter,Police,375
311349489,Far Cry,Vine,281
311407686,End time,Police,412
311424329,Rifle,Terrorism,267
311442973,Airsoft,Star Wars,472
311469263,Aleppo,Vladimir Putin,272
311469367,Extraterrestrial life,Number of the beast,296
311469434,Extraterrestrial life,Reptilians,374
311485000,Ted Cruz,Vice News,312
311497384,9×19mm Parabellum,Assault rifle,478
311529263,New World Order,Syria,601
311544589,Anonymous,Proposed referendum on United Kingdom membership of the European Union,460
311547886,Bernie Sanders,Economic collapse,596
311590260,Garry's Mod,Minecraft,731
311601381,Pistol,Star Wars,310
311602774,Practical joke,Zika virus,329
311622602,M249 light machine gun,Shooting,269
311638302,Call of Duty: Black Ops III,Hitman,269
311643418,CERN,Satanism,327
311679709,Ted Cruz,Zika virus,753
311685333,2012 Benghazi attack,Alex Jones,625
311703482,M1 Abrams,Tank,350
311719846,Donald Trump,Fallout,779
311782435,Battlefield,Laughter,344
311792493,Assault rifle,Knife,450
311818365,Fallout: 4,Happy Wheels,272
311821988,Islamic State of Iraq and the Levant,Self-defense,287
311848042,Iowa Caucus,Vladimir Putin,255
311864435,Batman,Tom Clancy's Rainbow Six,287
311872100,War,Weapon,352
311903674,Aircraft carrier,Fighter aircraft,491
311927033,Superman,The Division,405
311932881,Rhett and Link,Video game,339
311933843,Climate change,The Young Turks,259
311941464,Celebrity,Film,325
311943842,Assault rifle,Gauge,285
311959808,Martial law,Protest,387
312049791,Assault rifle,Self-defense,335
312083348,Bill O'Reilly,"Donald Trump presidential campaign, 2016",306
312106063,Doom,Shooting,450
312114451,Republican Party,"United States presidential election, 2016",262
312147541,2015 Libya migrant shipwreck,Syrian civil war,322
312158382,Film,Republican Party,271
312161022,Food,Shooting sport,281
312161504,Battlefield 4,Weapon,366
312166307,"Democratic Party presidential debates, 2016",Hillary Rodham Clinton,555
312175824,Bill Clinton,Black Lives Matter,464
312205643,Kanye West,Sexual intercourse,267
312262741,Asteroid,Hillary Rodham Clinton,592
312274053,Hillary Rodham Clinton,Pope,608
312275893,Gauge,Pistol,305
312277217,Grand Theft Auto V,WatchMojo.com,449
312287682,Bodybuilding,Police,271
312336459,Oregon,Planet,407
312338855,ARMA 3,Video blog,414
312345254,CERN,Donald Trump,875
312345607,Aircraft,World War III,302
312349945,Glock,Gun control,458
312371239,Counter-Strike: Global Offensive,War Thunder,272
312381888,George Soros,Unidentified flying object,324
312450186,Gun,Hillary Clinton email system,375
312496136,Mario Maker,The Division,293
312508007,Donald Trump,Hoverboard,386
312531426,Angela Merkel,Nigel Farage,251
312545609,Alex Jones,North Korea,763
312558081,Aviation accident or incident,Donald Trump,387
312583596,M1 carbine,Shotgun,270
312610975,End time,Yellowstone Caldera,253
312636105,Jimmy Fallon,Star Wars,442
312650350,Superman,Teenage Mutant Ninja Turtles,254
312688172,CinemaSins,Video game,434
312724977,Assault rifle,Police officer,465
312735919,Fallout,Rifle,441
312736117,Film,Pet,311
312834258,Pet,Puppy,308
312914840,Mortal Kombat,Video game,489
312949488,Illuminati,Stock market,291
312971417,Bill Cosby,Donald Trump,347
312982585,Bernie Sanders,Fighter aircraft,367
312987787,Film,Independence Day,314
312992397,Lamborghini,Video blog,304
312996636,Federal Emergency Management Agency,Vladimir Putin,463
313016983,Pistol,StG 44,305
313029363,Hillary Rodham Clinton,Prince,768
313064682,Black,Racism,423
313064917,Call of Duty,Prank call,281
313071935,.45 ACP,"Sturm, Ruger & Co., Inc.",318
313078313,LGBT,Muslim,264
313086120,Gun control,Jimmy Fallon,255
313090895,Battlefield,Extraterrestrial life,298
313098259,Adolf Hitler,Practical joke,278
313104247,Glenn Beck,Terrorism,256
313119508,Terrorism,Trailer,276
313126652,.50 BMG,The Division,293
313136901,Anonymous,Barack Obama,619
313152778,Pistol,SIG-Sauer MPX,259
313157823,September 11 attacks,United Kingdom,336
313221979,Federal Bureau of Investigation,Unidentified flying object,421
313244929,Dog,WatchMojo.com,331
313266001,Call of Duty,Uncharted,312
313280200,Games,Mario Maker,343
313281910,North Korea,United Nations,284
313308024,Call of Duty: Black Ops II,Garry's Mod,324
313311187,Bernie Sanders,Islamophobia,310
313320510,Battlefield,Pistol,337
313332535,Ammunition,Assault rifle,496
313342876,Pope,Ted Cruz,415
313343978,Asteroid,News,266
313359379,Joe Vargas,The Division,361
313398041,Car,Prank call,291
313417273,Survival skills,Weapon,262
313418694,Grand Theft Auto V,Xbox,450
313427840,Joaquín Guzmán Loera,Russia,258
313435303,North Korea,Saudi Arabia,642
313511149,Electronic Entertainment Expo,The Division,671
313519738,Conan O'Brien,Food,253
313534539,American football,Call of Duty,250
313545350,Hillary Rodham Clinton,The Division,396
313547088,Food,Music,260
313564361,Deadpool,The Division,583
313570953,Alex Jones,Satanism,376
313599045,Dark Souls III,Let's Play,325
313603905,Cooking,Puppy,299
313615456,Smartphone,Video game,335
313642083,Turkey,World War III,407
313805223,Unidentified flying object,World War III,638
313820964,Rape,September 11 attacks,545
313830725,Refugee,Unidentified flying object,434
313851508,North Korea,Venezuela,438
313875762,Far Cry,Five Nights at Freddy's,276
313953417,New World Order,Oregon,693
313957761,Call of Duty,Weapon,446
313982446,Alex Jones,Angela Merkel,384
313998836,Earthquake,Stock market,307
313999109,Overwatch,Police officer,280
314065778,Far Cry,io,341
314097911,Anita Sarkeesian,Feminism,326
314109555,Iran,Planets beyond Neptune,261
314140998,Earth,Syrian civil war,283
314150604,Atheism,Racism,299
314181747,Camping,Donald Trump,275
314201860,Military,Military aircraft,432
314208277,Alex Jones,Pope Francis,420
314212486,"Meal, Ready-to-Eat",Shooting,386
314270439,ARMA,The Division,525
314277541,Rifle,Walther arms,390
314319904,Just Cause 3,Overwatch,266
314350347,Minecraft,Rocket League,293
314357447,Boeing B-52 Stratofortress,Donald Trump,311
314377031,Extraterrestrial life,Video game,515
314382675,Police officer,Self-defense,251
314400985,China,Unidentified flying object,295
314401216,Martial law,United States Bureau of Land Management,294
314433290,United States Navy SEALs,Veteran,295
314437069,The Young Turks,Virtual reality,272
314443699,Halo,PlayStation 4,269
314481126,Double-barreled shotgun,Firearm,379
314506237,Car,Top Gear,276
314525346,Police,Tank,414
314564270,Donald Trump,Murder,340
314595680,Muslim,Star Wars,265
314629028,Snow,Video blog,266
314655660,Stefan Molyneux,Ted Cruz,526
314661988,Military aircraft,United States Navy,412
314700244,Donald Trump,Revolver,393
314706170,Gun,Self-defense,528
314709422,Benjamin Netanyahu,Donald Trump,264
314714353,Hillary Rodham Clinton,Reptilians,420
314745287,Fallout: 4,The Walking Dead,272
314758518,The Young Turks,World War III,321
314766685,Battlefield,Kevin MacLeod,305
314770769,LGBT,Proposed referendum on United Kingdom membership of the European Union,380
314772425,Glenn Beck,Transgender,330
314774342,Antonin Scalia,Nibiru cataclysm,311
314775407,Call of Duty: Black Ops III,Weapon,370
314792003,Battlefield,Roast,329
314801790,Dog,September 11 attacks,429
314815183,Mossberg 500,Rifle,260
314849237,Islamic State of Iraq and the Levant,North Korea,1128
314862157,AK-47,Double-barreled shotgun,255
314894798,Assault rifle,Walther arms,325
314900305,Gun,Tom Clancy's Ghost Recon,251
314934362,Jeanine Pirro,Roger Stone,253
314939600,Call of Duty,Squad,264
314943015,CERN,Israel,329
314964634,Film,United States Air Force,384
314996923,Firearm,Judge,320
315000037,Soldier,The Division,432
315006916,Russia,Unmanned aerial vehicle,603
315016760,Iron Man,Video game,347
315055357,CERN,Illuminati,702
315055487,End time,Prophecy,677
315060746,Film,Syria,470
315067773,Adele,Trailer,264
315093624,Firearm,United States Army Basic Training,313
315121425,Airsoft gun,Gun,380
315125860,Counter-Strike: Global Offensive,Rifle,328
315151278,Extraterrestrial life,Pope,288
315167938,Assassin's Creed,Practical joke,272
315174349,Barack Obama,Democratic Party,298
315227586,Nibiru cataclysm,Tsunami,302
315242339,Bernie Sanders,Oregon,880
315255390,North Atlantic Treaty Organization (NATO),Planets beyond Neptune,328
315268968,Atheism,Donald Trump,632
315293418,Call of Duty: Black Ops III,Halo,358
315319760,Debate,Firearm,261
315335747,Army,Food,303
315337603,Toy,Video blog,291
315356212,Donald Trump,Film theory,287
315386180,Fallout,Fallout: 4,1586
315386627,Refugee,Second Amendment,343
315419098,Garry's Mod,Grand Theft Auto,843
315420159,Black hole,Film,250
315421417,Counter-Strike: Global Offensive,Police officer,286
315483120,Conan O'Brien,Video game,460
315518213,Police officer,Video game,608
315546419,Car,Jimmy Fallon,412
315548146,Police,United States Air Force,300
315560724,Republican Party,Zika virus,403
315576790,Far Cry,Star Wars Episode VII,402
315578741,Islamic State of Iraq and the Levant,Planet,516
315584795,Car,Counter-Strike: Global Offensive,525
315599206,Sniper,United States Air Force,263
315605686,Fighter aircraft,Syrian civil war,373
315644285,PlayStation 4,Star Wars,629
315648018,Black Lives Matter,"Donald Trump presidential campaign, 2016",396
315658394,Glock,Rifle,756
315662681,Basketball,Shooting,258
315667868,United Kingdom,World War III,301
315684756,War,World War III,291
315718898,Protest,Roger Stone,306
315727268,Conspiracy theory,Moon,275
315770089,Unidentified flying object,United Kingdom,254
315796187,Mod,US Marines,310
315821183,Battlefield 4,Doom,358
315836899,Video blog,Virtual reality,786
315843287,Animation,Trailer,289
315851802,New World Order,Roger Stone,427
315854076,Physical exercise,Ted Cruz,266
315884258,Racism,Steven Crowder,274
315887287,Bill Maher,Ted Cruz,324
315914853,North Korea,Planet,475
315940239,Earth,Oregon,541
315945137,Hillary Rodham Clinton,Unmanned aerial vehicle,898
315953433,Helicopter,Shooting,516
315985446,Electronic Entertainment Expo,Tom Clancy's Rainbow Six,332
315987330,Counter-Strike: Global Offensive,HTC Vive,367
316016105,Battlefield,Dark Souls,382
316023602,Glock,Sight,284
316026799,Asteroid,Martial law,414
316034434,George Soros,Prophecy,270
316044298,Donald Trump,Rocket,264
316058099,Baal,CERN,320
316062205,Asteroid,Economic collapse,421
316072267,Alex Jones,End time,724
316136131,Terrorism,Unidentified flying object,353
316142309,Dog,Ghostbusters III,283
316156784,Orlando,United Kingdom,427
316168567,Practical joke,Yousef Erakat,543
316175121,Star Wars,Zombie,311
316186034,Orlando,Survivalism,314
316224289,CERN,Stock market,262
316226677,Russian Armed Forces,United States Navy,268
316238576,Dark Souls III,Virtual reality,471
316284902,2016 Democratic National Convention,Bernie Sanders,352
316303175,Bernie Sanders,Ted Cruz,1381
316323158,Protest,Russia,531
316325022,George Soros,Nibiru cataclysm,292
316339729,Feminism,Shooting,590
316341875,9×19mm Parabellum,Carbine,362
316342795,Aircraft,Takeoff,283
316366463,Earth,Islam,458
316368010,Transgender,World War III,383
316378170,Star Wars Episode VII,Tom Clancy's Rainbow Six: Siege,385
316385695,HTC Vive,io,287
316393793,Call of Duty,Troll,261
316398417,Donald Trump,Pope,681
316407159,Donald Trump,Vehicle,256
316439180,Gun control,News,437
316444223,Planet,Zika virus,482
316453084,Aircraft carrier,Hillary Rodham Clinton,343
316467751,Fallout: 4,Let's Play,517
316500264,Republican Party,Second Amendment,299
316507247,John Kasich,Proposed referendum on United Kingdom membership of the European Union,365
316508643,Bill Clinton,Donald Trump,988
316526875,Islamic State of Iraq and the Levant,PlayStation 4,371
316543441,HTC Vive,Virtual reality,695
316571393,Dog,National Rifle Association,262
316580148,Battlefield,Roman Atwood,255
316595096,Alex Jones,Chemtrail conspiracy theory,509
316608622,Let's Play,Minecraft,500
316617130,2012 Benghazi attack,Police officer,421
316630172,United States Navy SEALs,Weapon,425
316655106,Army,United States Army Basic Training,693
316658870,Film,Late-night talk show,328
316659071,Bundy standoff,Immigration,277
316662358,Child,Transgender,269
316672154,David Icke,September 11 attacks,330
316681102,Dog,Pistol,323
316705043,Car,Hydraulic press,269
316726181,Physical exercise,Unmanned aerial vehicle,321
316726999,National Rifle Association,Second Amendment,344
316733078,Gun,Pistol,957
316734540,Donald Trump,Lockheed Martin F-35 Lightning II,360
316777358,Car,United States Army,398
316779543,Donald Trump,Elephant,265
316804801,Bernie Sanders,Mitt Romney,363
316815865,Economic collapse,Train,263
316869979,Islamic State of Iraq and the Levant,United States Navy,890
316888137,Bernie Sanders,Dog,679
316892471,CollegeHumor,Star Wars,409
316906295,Alex Jones,Pedophilia,368
316926946,Earth,Tsunami,307
316945222,CERN,Military,325
316966645,Coca-Cola,Practical joke,254
316982624,Hillary Rodham Clinton,Pistol,342
317012002,Fighter aircraft,Helicopter,526
317027081,Barack Obama,Weather,287
317071421,Motorcycle,United States Air Force,275
317075282,Cooking,Islamic State of Iraq and the Levant,451
317085278,Football,Military,264
317096375,Game of Thrones,Games,312
317099811,Deadpool,Fallout: 4,573
317102431,Cannabis,"Donald Trump presidential campaign, 2016",285
317107964,Gauge,Rifle,380
317120460,Beyoncé Knowles,Firearm,453
317124261,Economic collapse,North Korea,571
317150865,Barack Obama,United States of America,353
317155468,Barack Obama,Judge,392
317180919,Marines,Police,253
317194377,Aircraft,Rocket,253
317251353,Angela Merkel,Firearm,343
317262644,Jimmy Fallon,Ted Cruz,316
317313226,John Kasich,Refugee,317
317317532,Abortion,Oregon,271
317326362,Antonin Scalia,Economy,262
317359418,Air force,United States Air Force,279
317381606,Dog,Gameplay,344
317392221,Bernie Sanders,Gameplay,259
317442576,AR-15,SHOT Show,258
317466934,Antarctica,Donald Trump,296
317476091,Orlando,Venezuela,467
317480334,CERN,Economy,294
317494106,Recep Tayyip Erdoğan,Unmanned aerial vehicle,262
317503236,Joaquín Guzmán Loera,Police officer,346
317553862,Gun,Troll,265
317557221,Games,Gang Beasts,293
317562268,Immigration,New World Order,355
317574267,Battlefield 4,Vine,268
317608368,.45 ACP,Jerry Miculek,251
317675121,Ark: Survival Evolved,Battlefield,314
317696388,"Democratic Party presidential debates, 2016",The Young Turks,445
317701774,Documentary film,Gun,348
317711965,September 11 attacks,United States Navy,464
317721457,Assault rifle,Trigger,376
317731582,Counter-Strike: Global Offensive,DayZ,283
317798851,Smartphone,Star Wars,270
317818043,Batman,Police officer,333
317820977,Battlefield,Lightsaber,257
317835577,Barack Obama,Rothschild family,511
317864354,Car,Special forces,393
317886522,Caucus,Ted Cruz,303
317900951,Battle rap,Star Wars,313
317909751,Area 51,Extraterrestrial life,285
317913544,Extraterrestrial life,Methane,254
317925040,Military,Survivalism,308
317926852,Battlefield,Tom Clancy's Ghost Recon Wildlands,450
317937802,Illuminati,Rothschild family,393
317950045,Star Wars,Tom Clancy's Ghost Recon,263
317986109,Asteroid,Islam,260
318002066,Moon,Russia,364
318053529,Angela Merkel,Police,283
318114516,NASA,Zika virus,437
318148255,Rifle,Ted Cruz,389
318164778,National Rifle Association,Terrorism,312
318188394,Earthquake,Saudi Arabia,462
318194745,Gorilla,Gun,377
318242151,Five Nights at Freddy's,Star Wars,342
318244407,Ted Cruz,United States Armed Forces,349
318248053,Donald Trump,Illegal immigration,324
318259916,Batman,CollegeHumor,302
318271195,Immigration,Martial law,279
318285528,Barack Obama,Clinton Foundation,272
318293357,Milo Yiannopoulos,Republican Party,267
318296894,Prophecy,Syria,402
318303882,Shotgun,Slug,307
318313946,Fallout: 4,Mortal Kombat,314
318322339,Battlefield 4,Virtual reality,427
318373896,Gun,Military aircraft,342
318426363,Gun,Slingshot,280
318430138,Bernie Sanders,John Kasich,515
318431121,Call of Duty,JackSepticEye,316
318431732,CERN,Police,336
318468672,Bilderberg Group,Earth,321
318489459,Film theory,Video game,337
318496033,Planet,Tsunami,259
318514976,Overwatch,PewDiePie,483
318528213,Star Wars,Star Wars Episode I: The Phantom Menace,318
318529296,Islam,Sexual intercourse,271
318546641,George Soros,Ted Cruz,464
318562299,Grand Theft Auto,Veganism,259
318571044,Orlando,Stock market,265
318574119,"Republican Party presidential debates, 2016",The Young Turks,345
318583943,Gun control,Immigration,520
318611067,Hillary Rodham Clinton,Superdelegate,374
318614873,ARMA 3,Tom Clancy's Rainbow Six,381
318641926,Dinosaur,The Forest,259
318650675,Cooking,SHOT Show,254
318666247,Donald Trump,Tom Clancy's Ghost Recon Wildlands,288
318728973,Cannabis,Proposed referendum on United Kingdom membership of the European Union,492
318734758,Barack Obama,Doom,394
318744963,Helicopter,Russia,374
318777172,Martial law,Yellowstone National Park,400
318786930,Fighter aircraft,Firearm,574
318793819,Guitar,Star Wars,250
318819030,Batman,CinemaSins,308
318879175,Far Cry,PewDiePie,399
318886668,AK-47,Film,447
318903643,Muslim,World War III,389
318908698,Barack Obama,Weapon,572
318938533,Recruit training,Stolen Valor Act of 2013,269
318971470,Markiplier,PewDiePie,410
318976093,Meteoroid,Volcano,262
319023549,Nuclear weapon,Vladimir Putin,381
319025579,Games,Vine,360
319028582,CERN,False flag,438
319036187,Overwatch,Pokémon,378
319060727,Islamic State of Iraq and the Levant,Megyn Kelly,297
319080570,Markiplier,Star Wars Episode VII,289
319107422,H1Z1,Star Wars,258
319170756,Let's Play,Trailer,326
319224674,Paul Begley,Prophecy,364
319278120,Cooking,Deadpool,303
319285232,Knife,"Sturm, Ruger & Co., Inc.",304
319290655,Martial law,Militia,401
319323136,Conan O'Brien,The Division,342
319396787,Fighter aircraft,Grand Theft Auto V,295
319407868,Jeanine Pirro,New World Order,337
319437679,Fallout,Shooting,577
319461915,Marco Rubio,Super Tuesday,283
319467086,Barack Obama,Flint,734
319489334,Donald Trump,Suppressor,273
319507365,New World Order,Pope Francis,414
319520908,End time,Number of the beast,444
319548059,Bundy standoff,The Young Turks,312
319659440,Far Cry,Halo,268
319692047,Firearm,"Springfield Armory, Inc.",250
319694374,Abortion,Marco Rubio,280
319728712,Car,Muslim,367
319754303,Extraterrestrial life,Rape,436
319755148,Batman v Superman: Dawn of Justice,Battlefield,350
319784944,9×19mm Parabellum,Ammunition,403
319791256,Mobile phone,Video game,258
319838755,Field ration,"Meal, Ready-to-Eat",292
319843133,Garry's Mod,Puppy,256
319850352,Hacker,Military,277
319852082,New World Order,Tsunami,318
319871810,Central Intelligence Agency (CIA),Economic collapse,259
319886242,David Bowie,Extraterrestrial life,332
319888146,Donald Trump,Snow,445
319905203,Barack Obama,United Kingdom,582
319905430,Grand Theft Auto V,Trailer,747
319938038,Firearm,Helicopter,577
319967739,Michael Jackson,Video blog,252
320023501,Film,Twitch,320
320023853,Feminism,PlayStation 4,264
320057596,Police,Weapon,557
320067444,Battlefield,Xbox One,504
320088034,Trailer,Uncharted 4: A Thief's End,315
320097622,Aviation accident or incident,Hillary Rodham Clinton,294
320122174,Super Bowl 50,Video blog,259
320144781,Film,Revolver,260
320145793,Shooting,Survival skills,408
320154346,Rifle,Syria,269
320206909,Hoax,New World Order,261
320216257,Black Lives Matter,Prince,381
320242236,Pokémon,Star Wars,428
320248540,Firearm,Magic,300
